Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
32065020,A Glimmer of Hope (The Avalon Chronicles #1),Steve McHugh,"McHugh, Steve",,"=""""","=""""",0,3.91,47North,Kindle Edition,332,2018,2018,,2018/04/16,to-read,to-read (#177),to-read,,,,0,,,0,,,,,
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""076532637X""","=""9780765326379""",5,4.60,Tor Books,Hardcover,1248,2017,2017,2018/04/16,2017/12/22,,,read,,,,2,,,0,,,,,
35437058,"Master Assassins (The Fire Sacraments, #1)",Robert V.S. Redick,"Redick, Robert V.S.",,"=""""","=""""",0,4.08,Talos,Kindle Edition,504,2018,2018,,2018/03/20,to-read,to-read (#176),to-read,,,,0,,,0,,,,,
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",0,3.68,Crown,Hardcover,305,2017,2017,,2018/02/10,to-read,to-read (#175),to-read,,,,0,,,0,,,,,
40445,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,"Morgan, Richard K.",,"=""0345457692""","=""9780345457691""",0,4.04,Del Rey / Ballantine Books,Mass Market Paperback,526,2006,2002,,2018/02/09,to-read,to-read (#174),to-read,,,,0,,,0,,,,,
6043781,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""031602919X""","=""9780316029193""",0,4.10,Hachette Book Group,Mass Market Paperback,398,2009,1994,,2018/01/08,to-read,to-read (#173),to-read,,,,0,,,0,,,,,
36416689,"Interstellar Mage (Starship's Mage: Red Falcon, #1)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",3,4.32,Faolan's Pen Publishing Inc.,Kindle Edition,366,2017,2017,2017/12/22,2017/11/19,,,read,,,,1,,,0,,,,,
31804249,"Obsidian Son (The Temple Chronicles, #1)",Shayne Silvers,"Silvers, Shayne",,"=""""","=""""",0,4.06,Argento Publishing,Kindle Edition,302,2016,2012,,2017/12/20,to-read,to-read (#172),to-read,,,,0,,,0,,,,,
30329711,The Black Shriving (Chronicles of the Black Gate #2),Phil Tucker,"Tucker, Phil",,"=""""","=""""",3,4.20,,Kindle Edition,462,2016,,2017/11/17,2017/09/28,,,read,,,,1,,,0,,,,,
23524779,Guns of the Dawn,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447272676""","=""9780230770034""",0,4.15,Tor UK/Panmacmillan,Paperback,658,2015,2015,,2017/11/03,to-read,to-read (#171),to-read,,,,0,,,0,,,,,
17888374,Gemini Cell (Reawakening Trilogy #1),Myke Cole,"Cole, Myke",,"=""0425269647""","=""9780425269640""",0,3.64,Ace,Mass Market Paperback,402,2015,2015,,2017/11/03,to-read,to-read (#170),to-read,,,,0,,,0,,,,,
25342750,"Survival Quest (The Way of the Shaman, #1)",Vasily Mahanenko,"Mahanenko, Vasily","Василий Маханенко, Natalia Nikitin","=""""","=""""",0,4.20,Magic Dome Books,Kindle Edition,270,2015,2012,,2017/10/29,to-read,to-read (#169),to-read,,,,0,,,0,,,,,
22500562,"Fimbulwinter (Daniel Black, #1)",E. William Brown,"Brown, E. William",,"=""""","=""""",0,4.10,,Kindle Edition,239,2014,2014,,2017/10/29,to-read,to-read (#168),to-read,,,,0,,,0,,,,,
28385685,Free the Darkness (King's Dark Tidings #1),Kel Kade,"Kade, Kel",,"=""""","=""""",0,4.24,Kel Kade,Kindle Edition,483,2015,2015,,2017/10/29,to-read,to-read (#167),to-read,,,,0,,,0,,,,,
28182262,"Child of the Daystar (The Wings of War, #1)",Bryce O'Connor,"O'Connor, Bryce",,"=""""","=""""",0,4.13,"Wraithmarked Creative, LLC",Kindle Edition,282,2015,2015,,2017/10/29,to-read,to-read (#166),to-read,,,,0,,,0,,,,,
18122,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,"Pullman, Philip",,"=""0440238153""","=""9780440238157""",3,4.09,Laurel Leaf,Mass Market Paperback,465,2003,2000,,2017/09/29,,,read,,,,1,,,0,,,,,
119324,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,"Pullman, Philip",,"=""0679879250""","=""9780679879251""",3,4.14,Alfred A. Knopf Books for Young Readers,Hardcover,326,1997,1997,,2017/09/29,,,read,,,,1,,,0,,,,,
32283133,"Origin (Robert Langdon, #5)",Dan Brown,"Brown, Dan",,"=""0385514239""","=""9780385514231""",0,3.88,Doubleday,Hardcover,456,2017,2017,,2017/09/29,to-read,to-read (#165),to-read,,,,0,,,0,,,,,
29936142,The Path of Flames (Chronicles of the Black Gate #1),Phil Tucker,"Tucker, Phil",,"=""""","=""""",3,4.02,,Kindle Edition,461,2016,2016,2017/09/24,2017/08/18,,,read,,,,1,,,0,,,,,
29940794,"Blood Honor (The Day After Never, #1)",Russell Blake,"Blake, Russell",,"=""""","=""""",0,4.02,Reprobatio Ltd.,Kindle Edition,228,2016,2016,,2017/09/18,to-read,to-read (#164),to-read,,,,0,,,0,,,,,
17554595,"Senlin Ascends (The Books of Babel, #1)",Josiah Bancroft,"Bancroft, Josiah",,"=""1482590956""","=""9781482590951""",0,4.15,CreateSpace Independent Publishing Platform,Paperback,361,2013,2013,,2017/09/18,to-read,to-read (#163),to-read,,,,0,,,0,,,,,
7165300,"The Black Prism (Lightbringer, #1)",Brent Weeks,"Weeks, Brent",,"=""0316075558""","=""9780316075558""",0,4.22,Orbit,Hardcover,629,2010,2010,,2017/09/12,to-read,to-read (#162),to-read,,,,0,,,0,,,,,
35506021,"All These Worlds (Bobiverse, #3)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",4,4.41,Worldbuilders Press,Kindle Edition,260,2017,2017,2017/09/03,2017/03/08,,,read,,,,1,,,0,,,,,
33395557,"For We Are Many (Bobiverse, #2)",Dennis E. Taylor,"Taylor, Dennis E.",Ray Porter,"=""""","=""""",4,4.37,Audible Studios,Paperback,320,2017,2017,2017/09/01,2017/03/08,,,read,,,,1,,,0,,,,,
16119044,"The Maleficent Seven (Skulduggery Pleasant, #7.5)",Derek Landy,"Landy, Derek",,"=""0007512392""","=""9780007512393""",4,4.34,HarperCollinsChildren'sBooks,ebook,288,2013,2013,2017/08/27,2017/08/05,,,read,,,,1,,,0,,,,,
29564630,"American Monsters (Demon Road, #3)",Derek Landy,"Landy, Derek",,"=""0008157103""","=""9780008157104""",3,4.13,HarperCollinsChildren'sBooks,Hardcover,364,2016,2016,2017/08/18,2017/08/14,,,read,,,,1,,,0,,,,,
26791238,"Desolation (Demon Road, #2)",Derek Landy,"Landy, Derek",,"=""0008156980""","=""9780008156985""",3,3.98,Harper Collins,Hardcover,460,2016,2016,2017/08/13,2017/08/11,,,read,,,,1,,,0,,,,,
23253921,"Demon Road (Demon Road, #1)",Derek Landy,"Landy, Derek",,"=""""","=""""",3,4.01,HarperCollins Children's Books,Hardcover,507,2015,2015,2017/08/10,2017/08/06,,,read,,,,1,,,0,,,,,
18809484,"Armageddon Outta Here (Skulduggery Pleasant, #8.5)",Derek Landy,"Landy, Derek",,"=""000756211X""","=""9780007562114""",4,4.40,HarperCollinsChildren'sBooks,Paperback,480,2014,2014,2017/08/06,2017/07/31,,,read,,,,1,,,0,,,,,
33617257,"Resurrection (Skulduggery Pleasant, #10)",Derek Landy,"Landy, Derek",,"=""""","=""""",4,4.34,Harper Collins Children's Books,Kindle Edition,433,2017,2017,2017/07/30,2017/07/29,,,read,,,,1,,,0,,,,,
18131799,"The Dying of the Light (Skulduggery Pleasant, #9)",Derek Landy,"Landy, Derek",,"=""0007489250""","=""9780007489251""",5,4.61,HarperCollinsChildren'sBooks,Hardcover,605,2014,2014,2017/07/24,2017/07/19,,,read,,,,1,,,0,,,,,
16123975,"Last Stand of Dead Men (Skulduggery Pleasant, #8)",Derek Landy,"Landy, Derek",,"=""000748920X""","=""9780007489206""",4,4.59,HarperCollinsChildren'sBooks,Hardcover,604,2013,2013,2017/07/19,2017/07/17,,,read,,,,1,,,0,,,,,
13541180,"Kingdom of the Wicked (Skulduggery Pleasant, #7)",Derek Landy,"Landy, Derek",,"=""""","=""""",5,4.49,HarperCollinsChildren'sBooks,Kindle Edition,609,2012,2012,2017/07/16,2017/07/13,,,read,,,,1,,,0,,,,,
10221341,"Death Bringer (Skulduggery Pleasant, #6)",Derek Landy,"Landy, Derek",,"=""0007426194""","=""9780007426195""",3,4.48,HarperCollins Children's,Audio CD,609,2011,2011,2017/07/13,2017/07/08,,,read,,,,1,,,0,,,,,
8113344,"Mortal Coil (Skulduggery Pleasant, #5)",Derek Landy,"Landy, Derek",,"=""0007325983""","=""9780007325986""",4,4.46,HarperCollins Children's Books,Hardcover,604,2010,2010,2017/07/07,2017/06/30,,,read,,,,1,,,0,,,,,
18138189,"Tower Lord (Raven's Shadow, #2)",Anthony Ryan,"Ryan, Anthony",,"=""0425265625""","=""9780425265628""",4,4.17,Ace Hardcover,Hardcover,602,2014,2014,2014/07/30,2014/07/16,,,read,,,,1,,,0,,,,,
26862220,Slab City Blues: The Collected Stories (Slab City Blues #1-5),Anthony Ryan,"Ryan, Anthony",,"=""""","=""""",0,4.28,,Kindle Edition,434,2015,2015,,2017/07/06,to-read,to-read (#161),to-read,,,,0,,,0,,,,,
7261549,"Dark Days (Skulduggery Pleasant, #4)",Derek Landy,"Landy, Derek",,"=""0007325940""","=""9780007325948""",3,4.43,Harper Collins Children's,Hardcover,415,2010,2010,2017/06/30,2017/06/21,,,read,,,,1,,,0,,,,,
32714413,"Besieged (The Iron Druid Chronicles #4.1-4.2, 4.4, 4.6, 8.1-8.2, 8.5-8.6, 8.9)",Kevin Hearne,"Hearne, Kevin",,"=""0399181733""","=""9780399181733""",0,4.22,Del Rey,Hardcover,235,2017,2017,,2017/06/28,to-read,to-read (#160),to-read,,,,0,,,0,,,,,
32610569,The Legion of Flame (The Draconis Memoria #2),Anthony Ryan,"Ryan, Anthony",,"=""""","=""""",0,4.15,Orbit,Kindle Edition,576,2017,2017,,2017/06/28,to-read,to-read (#159),to-read,,,,0,,,0,,,,,
4893390,"The Faceless Ones (Skulduggery Pleasant, #3)",Derek Landy,"Landy, Derek",,"=""0007302142""","=""9780007302147""",3,4.40,HarperCollins Children's Books,Hardcover,395,2009,2008,2017/06/16,2017/06/11,,,read,,,,1,,,0,,,,,
2157243,"Playing with Fire (Skulduggery Pleasant, #2)",Derek Landy,"Landy, Derek",,"=""0061240885""","=""9780061240881""",3,4.30,HarperCollins,Hardcover,389,2008,2008,2017/06/11,2017/06/05,,,read,,,,1,,,0,,,,,
284440,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",Derek Landy,"Landy, Derek",Tom Percival,"=""0061231150""","=""9780061231155""",4,4.16,HarperCollins,Hardcover,392,2007,2007,2017/06/04,2017/05/26,,,read,,,,1,,,0,,,,,
25367735,City in the Sky,Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",0,4.24,Faolan's Pen Publishing Inc.,Kindle Edition,298,2015,2015,,2017/05/30,to-read,to-read (#158),to-read,,,,0,,,0,,,,,
34538192,"Judgment of Mars (Starship's Mage, #5)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",4,4.35,Faolan's Pen Publishing Inc.,Kindle Edition,270,2017,2017,2017/05/30,2017/05/02,,,read,,,,1,,,0,,,,,
32056417,"Alien Arcana (Starship's Mage, #4)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",4,4.33,Faolan's Pen Publishing Inc.,Kindle Edition,313,2016,2016,2017/05/27,2017/05/02,,,read,,,,1,,,0,,,,,
29420590,"Voice of Mars (Starship's Mage, #3)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",4,4.31,Faolan's Pen Publishing Inc,Kindle Edition,310,2016,2016,2017/05/26,2017/05/21,,,read,,,,1,,,0,,,,,
26816562,"Hand of Mars (Starship's Mage, #2)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",4,4.29,Faolan''s Pen Publishing Inc.,Kindle Edition,279,2015,2015,2017/05/09,2017/05/02,,,read,,,,1,,,0,,,,,
34703445,"Edgedancer (The Stormlight Archive, #2.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""1250166543""","=""9781250166548""",0,4.26,Tor Books,Hardcover,272,2017,2017,,2017/05/21,to-read,to-read (#157),to-read,,,,0,,,0,,,,,
30688013,"Assassin's Fate (The Fitz and the Fool, #3)",Robin Hobb,"Hobb, Robin",,"=""0553392956""","=""9780553392951""",5,4.64,Del Rey,Hardcover,847,2017,2017,2017/05/21,2017/05/14,,,read,,,,1,,,0,,,,,
34605782,"The Rogue Prince (Sky Full of Stars, #1)",Lindsay Buroker,"Buroker, Lindsay",,"=""""","=""""",0,4.19,Lindsay Buroker,Kindle Edition,375,2017,2017,,2017/05/02,to-read,to-read (#156),to-read,,,,0,,,0,,,,,
32507304,The Wolf of the North (Wolf of the North #1),Duncan M. Hamilton,"Hamilton, Duncan M.",,"=""""","=""""",0,4.12,,Kindle Edition,326,2016,2016,,2017/05/02,to-read,to-read (#155),to-read,,,,0,,,0,,,,,
34757519,"The Last War (The Last War, #1)",Peter Bostrom,"Bostrom, Peter",,"=""""","=""""",0,3.96,Hyperspace Press,Kindle Edition,358,2017,,,2017/05/02,to-read,to-read (#154),to-read,,,,0,,,0,,,,,
34809441,Bunker: Born to Fight (Bunker #1),Jay J. Falconer,"Falconer, Jay J.",,"=""""","=""""",0,3.93,,Kindle Edition,251,2017,,,2017/05/02,to-read,to-read (#153),to-read,,,,0,,,0,,,,,
27419654,"The Last Girl (The Dominion Trilogy, #1)",Joe Hart,"Hart, Joe",,"=""""","=""""",0,3.79,Thomas & Mercer,Kindle Edition,386,2016,2016,,2017/05/02,to-read,to-read (#152),to-read,,,,0,,,0,,,,,
34829165,Eye of the Tiger (Star Justice #1),Michael-Scott Earle,"Earle, Michael-Scott",,"=""""","=""""",0,4.04,,Kindle Edition,441,2017,2017,,2017/05/02,to-read,to-read (#151),to-read,,,,0,,,0,,,,,
25830594,"The Ember War (The Ember War Saga, #1)",Richard Fox,"Fox, Richard",,"=""""","=""""",0,3.94,Triplane Press,Kindle Edition,236,2015,2015,,2017/05/02,to-read,to-read (#150),to-read,,,,0,,,0,,,,,
34776204,We Are The Wolf (Wolf Pack Book 1),Toby Neighbors,"Neighbors, Toby",,"=""""","=""""",0,4.20,"Mythic Adventure Publishing, LLC",Kindle Edition,366,2017,,,2017/05/02,to-read,to-read (#149),to-read,,,,0,,,0,,,,,
34740470,Iron Dragoons (Terran Armor Corps #1),Richard Fox,"Fox, Richard",,"=""""","=""""",0,4.20,Triplane Press,Kindle Edition,376,2017,,,2017/05/02,to-read,to-read (#148),to-read,,,,0,,,0,,,,,
25729359,"Space Carrier Avalon (Castle Federation, #1)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",0,4.15,Faolan's Pen Publishing Inc.,Kindle Edition,343,2015,2015,,2017/04/28,to-read,to-read (#147),to-read,,,,0,,,0,,,,,
23848809,"Starship's Mage: Omnibus (Starship's Mage, #1)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",5,4.21,Faolan's Pen Publishing Inc.,Kindle Edition,299,2014,2014,2017/04/28,2017/04/22,,,read,,,,1,,,0,,,,,
15784263,Dead Things (Eric Carter #1),Stephen Blackmoore,"Blackmoore, Stephen",,"=""0756407745""","=""9780756407742""",0,3.80,DAW,Mass Market Paperback,295,2013,2013,,2017/04/25,to-read,to-read (#146),to-read,,,,0,,,0,,,,,
30736665,"The Black Book (Billy Varney, #1)",James Patterson,"Patterson, James",David Ellis,"=""1780895313""","=""9781780895314""",0,4.27,Century,Hardcover,418,2017,2017,,2017/04/22,to-read,to-read (#145),to-read,,,,0,,,0,,,,,
33025240,"A Plague of Giants (Seven Kennings, #1)",Kevin Hearne,"Hearne, Kevin",,"=""""","=""9780345548610""",0,4.06,Del Rey Books,ebook,624,2017,2017,,2017/04/22,to-read,to-read (#144),to-read,,,,0,,,0,,,,,
34403860,"Sufficiently Advanced Magic (Arcane Ascension, #1)",Andrew Rowe,"Rowe, Andrew",,"=""""","=""""",0,4.15,,Kindle Edition,621,2017,2017,,2017/04/04,to-read,to-read (#143),to-read,,,,0,,,0,,,,,
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",4,4.28,Worldbuilders Press,Kindle Edition,383,2016,2016,2017/03/27,2017/02/28,,,read,,,,1,,,0,,,,,
31396262,Change Agent,Daniel Suarez,"Suarez, Daniel",,"=""110198466X""","=""9781101984666""",0,3.97,Dutton Books,Hardcover,416,2017,2017,,2017/03/30,to-read,to-read (#142),to-read,,,,0,,,0,,,,,
29612579,"The World Walker (The World Walker, #1)",Ian W. Sainsbury,"Sainsbury, Ian W.",,"=""""","=""""",0,4.05,,Kindle Edition,419,2016,2016,,2017/03/19,to-read,to-read (#139),to-read,,,,0,,,0,,,,,
23559647,"The Vagrant (The Vagrant, #1)",Peter  Newman,"Newman, Peter",,"=""0007593082""","=""9780007593088""",0,3.66,HarperVoyager,Paperback,400,2015,2015,,2017/03/19,to-read,to-read (#141),to-read,,,,0,,,0,,,,,
30078567,"The Collapsing Empire (The Interdependency, #1)",John Scalzi,"Scalzi, John",,"=""0765388898""","=""9780765388896""",0,4.11,Tor Books,ebook,336,2017,2017,,2017/03/19,to-read,to-read (#140),to-read,,,,0,,,0,,,,,
1455439,Nightside the Long Sun (The Book of the Long Sun #1),Gene Wolfe,"Wolfe, Gene",,"=""0812516257""","=""9780812516258""",0,4.04,Tor Books,Paperback,333,1993,1993,,2017/03/15,to-read,to-read (#138),to-read,,,,0,,,0,,,,,
34101303,Ghosts of Tomorrow,Michael R. Fletcher,"Fletcher, Michael R.",,"=""""","=""""",0,4.19,Michael R. Fletcher,Kindle Edition,394,2017,2017,,2017/03/12,to-read,to-read (#137),to-read,,,,0,,,0,,,,,
30243858,"Fields of Fire (Frontlines, #5)",Marko Kloos,"Kloos, Marko",,"=""""","=""""",4,4.33,47North,Kindle Edition,280,2017,2017,2017/03/07,2017/02/06,,,read,,,,1,,,0,,,,,
23397921,Sixth of the Dusk,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",3,4.24,"Dragonsteel Entertainment, LLC",Kindle Edition,59,2014,2014,2017/02/25,2014/10/31,,,read,,,,1,,,0,,,,,
31176804,Snapshot,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780998559902""",4,4.07,Vault Books,Leather Bound,123,2017,2017,2017/02/23,2017/02/21,,,read,,,,1,,,0,,,,,
12796771,"Awakening (Infinity Blade, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,3.87,ChAIR Entertainment Group,Kindle Edition,128,2011,2011,,2017/02/23,to-read,to-read (#136),to-read,,,,0,,,0,,,,,
8562526,Firstborn,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,3.97,Tor Books,Kindle Edition,48,2010,2008,,2017/02/21,to-read,to-read (#135),to-read,,,,0,,,0,,,,,
7683254,"Monster Hunter Vendetta (Monster Hunter International, #2)",Larry Correia,"Correia, Larry",,"=""1439133913""","=""9781439133910""",3,4.25,Baen,Mass Market Paperback,612,2010,2010,2017/02/20,2017/02/18,,,read,,,,1,,,0,,,,,
91981,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams,"Williams, Tad",,"=""0756402697""","=""9780756402693""",0,3.95,DAW,Paperback,672,2005,1988,,2017/02/18,to-read,to-read (#134),to-read,,,,0,,,0,,,,,
2570856,"Monster Hunter International (Monster Hunter International, #1)",Larry Correia,"Correia, Larry",,"=""0741444569""","=""9780741444561""",3,4.05,Infinity Publishing,Paperback,557,2009,2009,2017/02/13,2017/01/14,,,read,,,,1,,,0,,,,,
25877663,"Babylon's Ashes (The Expanse, #6)",James S.A. Corey,"Corey, James S.A.",,"=""0356504263""","=""9780356504261""",3,4.23,Orbit,Hardcover,538,2016,2016,2017/02/01,2016/05/01,,,read,,,,1,,,0,,,,,
944076,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575077905""","=""9780575077904""",4,4.30,Gollancz,Trade Paperback,536,2008,2008,2017/01/15,2016/12/27,,,read,,,,1,,,0,,,,,
2315892,Best Served Cold,Joe Abercrombie,"Abercrombie, Joe",,"=""0575082453""","=""9780575082458""",0,4.19,Gollancz,Hardcover,534,2009,2009,,2016/12/27,to-read,to-read (#133),to-read,,,,0,,,0,,,,,
902715,"Before They Are Hanged (The First Law, #2)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575077883""","=""9780575077881""",4,4.31,Gollancz,Trade Paperback,441,2007,2007,2016/12/27,2014/09/04,,,read,,,,1,,,0,,,,,
23848192,The Shards of Heaven (The Shards of Heaven #1),Michael Livingston,"Livingston, Michael",,"=""0765380315""","=""9780765380319""",0,3.56,Tor Books,Hardcover,416,2015,2015,,2016/12/24,to-read,to-read (#132),to-read,,,,0,,,0,,,,,
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575079797""","=""9780575079793""",4,4.18,Gollancz,Paperback,515,2007,2006,2016/12/15,2014/07/13,,,read,,,,1,,,0,,,,,
30229083,Promise of Wrath,Steve McHugh,"McHugh, Steve",,"=""1503940063""","=""9781503940062""",2,4.45,47North,Paperback,547,2016,2016,,2016/10/26,,,read,,,,1,,,0,,,,,
28603698,"Promise of Wrath (Hellequin Chronicles, #6)",Steve McHugh,"McHugh, Steve",,"=""""","=""""",2,4.45,47North,Kindle Edition,,2016,2016,2016/12/01,2016/11/27,,,read,,,,1,,,0,,,,,
23157777,"Fool's Quest  (The Fitz and The Fool, #2)",Robin Hobb,"Hobb, Robin",,"=""0553392921""","=""9780553392920""",4,4.52,Del Rey,Hardcover,768,2015,2015,2016/11/27,2016/11/18,,,read,,,,1,,,0,,,,,
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1627792120""","=""9781627792127""",0,4.49,Henry Holt & Company,Hardcover,465,2015,2015,,2016/11/24,to-read,to-read (#131),to-read,,,,0,,,0,,,,,
26863057,"Age of Myth (The Legends of the First Empire, #1)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""1101965339""","=""9781101965337""",0,4.23,Del Rey,Hardcover,432,2016,2016,,2016/11/19,to-read,to-read (#130),to-read,,,,0,,,0,,,,,
19288321,"Fool's Assassin (The Fitz and the Fool, #1)",Robin Hobb,"Hobb, Robin",,"=""0553392425""","=""9780553392425""",5,4.39,Del Rey,Hardcover,688,2014,2014,2016/11/17,2015/01/01,,,read,,,,1,,,0,,,,,
45108,"Fool's Fate (Tawny Man, #3)",Robin Hobb,"Hobb, Robin",,"=""0553582461""","=""9780553582468""",5,4.44,Spectra,Paperback,914,2004,2003,2016/11/13,2016/11/09,,,read,,,,1,,,0,,,,,
45109,"Golden Fool (Tawny Man, #2)",Robin Hobb,"Hobb, Robin",,"=""0553582453""","=""9780553582451""",5,4.33,Spectra,Mass Market Paperback,709,2003,2002,2016/11/07,2016/10/30,,,read,,,,1,,,0,,,,,
29384742,"The Apocalypse Guard (Apocalypse Guard, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,3.36,Delacorte,,,,,,2016/11/06,to-read,to-read (#129),to-read,,,,0,,,0,,,,,
26068046,"The Summer Dragon (The Evertide, #1)",Todd Lockwood,"Lockwood, Todd",,"=""0756408334""","=""9780756408336""",0,4.06,DAW,Hardcover,496,2016,2016,,2016/11/06,to-read,to-read (#128),to-read,,,,0,,,0,,,,,
68488,"Fool's Errand (Tawny Man, #1)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.32,Voyager,Mass Market Paperback,661,2002,2001,2016/10/30,2014/02/18,,,read,,,,1,,,0,,,,,
29868610,Scrappy Little Nobody,Anna Kendrick,"Kendrick, Anna",,"=""1501117203""","=""9781501117206""",0,3.86,Gallery Books,Hardcover,275,2016,2016,,2016/10/30,to-read,to-read (#127),to-read,,,,0,,,0,,,,,
45110,"Shaman's Crossing (Soldier Son, #1)",Robin Hobb,"Hobb, Robin",,"=""0060758287""","=""9780060758288""",0,3.48,Harper Voyager,Mass Market Paperback,591,2006,2005,,2016/10/30,to-read,to-read (#126),to-read,,,,0,,,0,,,,,
4407,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",3,4.11,Headline Review,Paperback,635,2005,2001,2016/01/01,2014/09/04,,,read,,,,1,,,0,,,,,
45102,"Ship of Destiny (Liveship Traders, #3)",Robin Hobb,"Hobb, Robin",,"=""0553575651""","=""9780553575651""",3,4.23,Spectra Books,Paperback,789,2001,2000,2016/10/21,2016/10/06,,,read,,,,1,,,0,,,,,
45101,"The Mad Ship (Liveship Traders, #2)",Robin Hobb,"Hobb, Robin",,"=""0006498868""","=""9780006498865""",3,4.24,Harper Voyager,Mass Market Paperback,906,2008,1999,,2016/10/06,,,read,,,,1,,,0,,,,,
45100,"Ship of Magic (Liveship Traders, #1)",Robin Hobb,"Hobb, Robin",,"=""000649885X""","=""9780006498858""",3,4.16,Voyager,Mass Market Paperback,880,1999,1998,2016/10/04,2016/08/07,,,read,,,,1,,,0,,,,,
45112,"Assassin's Quest (Farseer Trilogy, #3)",Robin Hobb,"Hobb, Robin",,"=""0553565699""","=""9780553565690""",4,4.18,Spectra,Mass Market Paperback,757,1998,1997,2016/09/04,2016/08/21,,,read,,,,1,,,0,,,,,
337132,Flashforward,Robert J. Sawyer,"Sawyer, Robert J.",,"=""0812580346""","=""9780812580341""",0,3.64,Tor Books,Paperback,320,2000,1999,,2016/08/25,to-read,to-read (#125),to-read,,,,0,,,0,,,,,
6352142,"Royal Assassin (Farseer Trilogy, #2)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.24,Spectra,Kindle Edition,675,2002,1996,2016/08/21,2016/08/07,,,read,,,,1,,,0,,,,,
4703450,"The Dragon Keeper (Rain Wild Chronicles, #1)",Robin Hobb,"Hobb, Robin",,"=""0007273746""","=""9780007273744""",0,3.94,Voyager,Hardcover,553,2009,2009,,2016/08/07,to-read,to-read (#124),to-read,,,,0,,,0,,,,,
45107,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""0006480098""","=""9780006480099""",4,4.16,Voyager,Mass Market Paperback,460,1996,1995,2016/08/07,2014/02/18,,,read,,,,1,,,0,,,,,
30165203,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",3,4.11,William Morrow,Kindle Edition,635,2011,2001,2016/07/07,2016/07/07,,,read,,,,1,,,0,,,,,
16847978,The Martian,Andy Weir,"Weir, Andy",,"=""""","=""""",5,4.40,,Kindle Edition,342,2012,2011,2015/10/08,2014/08/01,,,read,,,,1,,,0,,,,,
22886612,"Nemesis Games (The Expanse, #5)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",4,4.42,Orbit,Kindle Edition,536,2015,2015,2016/06/29,2016/05/01,,,read,,,,1,,,0,,,,,
25972177,"The Waking Fire (The Draconis Memoria, #1)",Anthony Ryan,"Ryan, Anthony",,"=""0356506398""","=""9780356506395""",0,4.06,Orbit,Hardcover,592,2016,2016,,2016/06/23,to-read,to-read (#123),to-read,,,,0,,,0,,,,,
